"matchup","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Celtics - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387.75997719238,1413.03597804878,1397.0573902439,1530.99385607498,1575.44164889482,1568.14892267442,1557.89856036585,1431.97532533474,1394.12202345108,1428.19084052751,1439.55119605786
"Pacers - Clippers",1461.65061280488,1426.65402682927,1446.24647560976,1473.66782621951,1480.50071366144,1431.94869695122,1361.87979756098,1384.74020304878,1396.75673658537,1389.00022804878,1396.22897942428,1384.83107073171,1346.73658109756,1432.72423531564,1428.30349365013,1493.32395739689,1520.94274533547,1487.70811063962,1460.21520906627,1486.06504188394,1480.71204211621,1478.33963118467,1452.70734711111,1452.66878484901,1438.30304004538,1497.16783809223,1489.58310090078,1520.96525163016,1502.34423080231,1531.24107264265,1489.66876097561,1428.35442804878,1396.32332743902,1396.67782439024,1433.81862895991,1545.31641948052,1604.12579031818,1632.0892681136,1568.01260415396
"Pacers - Bucks",1444.49869756098,1466.74202155588,1476.92161829268,1518.83528637298,1587.38362021803,1562.12750695676,1489.68755740418,1475.55626470881,1511.28549955285,1530.13249546494,1543.31855877041,1528.08474279507,1496.36075822836,1500.01902482216,1502.65101119675,1490.24516688666,1468.0166990641,1452.84005942011,1489.17874382237,1484.89999859125,1483.59999085366,1541.45069581882,1564.63290262055,1571.73282055829,1543.65927306977,1523.61740211662,1517.20575795455,1562.9106530319,1493.88960580231,1485.94791939002,1450.1378304878,1402.64285426829,1443.04752987805,1462.62750758427,1484.93829725259,1523.16596450216,1530.76986518605,1467.99840872978,1466.31396565965
"Pacers - Lakers",1517.91746107396,1497.89071573171,1516.36210363144,1550.37230837481,1580.90964929272,1549.30167963669,1513.06211432613,1481.52343469098,1521.19497423931,1545.91921369411,1583.41436380233,1589.84068821905,1531.44072231582,1576.53744679379,1561.86234146466,1520.19854443912,1495.10264131248,1488.13851673718,1559.65018795015,1581.31768496391,1572.63213889708,1640.79457274436,1624.28232835249,1652.27025380952,1577.38385304936,1594.68529360419,1577.72843591634,1621.51427409733,1534.91227409499,1523.40395014683,1499.68037824502,1535.30579613426,1591.64544355981,1555.94837833333,1567.09140081834,1572.79662038795,1557.35656286047,1515.00614836392,1426.34358353659
"Pacers - Knicks",1487.08713902439,1478.45856561807,1456.40616341463,1466.88200060976,1529.92644583333,1485.76142560976,1436.5034956347,1481.36645910742,1407.9151945122,1384.40919573171,1426.32895808281,1466.81570242484,1497.59401427231,1511.8663368798,1473.02738237323,1531.62599410513,1579.28179676337,1607.13918089834,1610.65015399153,1579.13205421456,1564.23032644486,1601.46300023292,1592.42216896825,1603.5526220068,1531.54922533414,1464.9521844337,1497.30665638858,1536.37767078785,1486.62396250963,1445.75062587306,1438.63568719512,1398.70106280488,1432.7669304878,1415.47730670732,1481.48170308073,1528.30260223157,1585.27374121277,1543.96862702246,1417.19539329268
"Pacers - Bulls",1473.3473093472,1490.83869817073,1431.03402317073,1448.33921280488,1513.8460165855,1485.09210914634,1394.65847134146,1392.31411097561,1414.22939656835,1405.78076860832,1482.4118354788,1531.77161028632,1489.36297612712,1537.64422654262,1574.75787363288,1630.75375974548,1600.12897438407,1588.37324452085,1593.5892243632,1666.18133010345,1663.397926461,1669.22812118585,1565.98398911111,1467.60843301974,1392.11410528928,1394.48713260443,1458.09817407151,1484.03254919114,1503.33152467703,1514.35516818182,1519.52228113733,1459.81600243902,1468.65695069197,1456.11229454023,1548.55264220033,1611.30468748196,1564.84032153191,1571.04044653465,1525.00392666061
"Pacers - Cavaliers",1511.71414170014,1473.18140763647,1452.1391554878,1464.41457073171,1480.77857341754,1402.45874146341,1331.87611707317,1379.36411097561,1397.60106226602,1437.10016097561,1447.39511539989,1498.85393819736,1532.78160235492,1489.17667665991,1456.43709243061,1545.2683697445,1575.71289088934,1570.28973264106,1575.60313096077,1553.01656604462,1539.24825060976,1590.63140224252,1576.85877511111,1530.25669216609,1468.70347663074,1442.10753321419,1435.52703077882,1497.91900711797,1518.73012714377,1531.07114885766,1516.88651891439,1484.20250286906,1574.0380132622,1571.49821263441,1430.06663261845,1459.31406677489,1465.38794478049,1500.39215263221,1523.35343163558
"Pacers - Nets",1453.76073780488,1385.85007134146,1442.85904859175,1459.47381280488,1452.22282707607,1472.85267465157,1470.84047764228,1457.76273182533,1451.50425680775,1449.62593213773,1444.59253491208,1422.11892378049,1394.98125,1393.41221519369,1399.00197779647,1462.67990897401,1516.5336740711,1541.34735164926,1533.87702187115,1493.58494005467,1448.35399573171,1564.19295172269,1531.70406011111,1539.8886433856,1456.77569675269,1513.25651891481,1574.12418376783,1594.68983946127,1500.51071460832,1532.81770124022,1477.8318159315,1435.92250487805,1452.93159634146,1366.99994390244,1414.21296188674,1447.61037207792,1540.55001116854,1558.85941993891,1474.01107759146
"Pacers - Warriors",1518.60312480117,1483.22153536585,1483.05745182927,1453.87318780488,1498.11265512485,1497.4769445122,1408.42421219512,1400.80928597561,1370.19556402439,1393.36351890244,1473.2625799545,1437.12102682927,1436.77395264228,1466.20952982783,1484.84403183024,1544.46891129959,1510.41211613727,1533.13268617047,1524.37836394432,1512.4433882254,1474.11149207317,1463.10607081882,1508.29146311111,1491.20021045877,1424.63297906977,1413.54437589711,1495.26882590078,1543.23484309358,1486.80948141207,1503.66967709257,1477.73152802255,1511.37885792683,1459.30338414634,1409.25202926829,1456.22806371601,1503.39704177489,1548.69464334043,1608.96801563578,1600.89988808904
"Pacers - Nuggets",1547.772852148,1496.86150994223,1489.73467526542,1463.48529207317,1478.55162341754,1493.99023418938,1442.52516375339,1430.94882910008,1467.12244116797,1476.72083575026,1478.48425371409,1524.67598398899,1475.11127156385,1489.97838588235,1403.42735157696,1421.02479920373,1452.08465699092,1537.01180351715,1571.25848803327,1530.63862481077,1451.18140304878,1426.21167569686,1461.70182311111,1515.86091899535,1494.61165285026,1454.82610089711,1445.32908382761,1546.05307946868,1535.27316883848,1530.58152398772,1490.17766617606,1506.03125656551,1534.29624859383,1526.97653863636,1534.28653850575,1566.79319094467,1600.20807213636,1565.26411360782,1463.5032195122
"Pacers - Kings",1492.45912195122,1453.82071219512,1493.13988941688,1523.40233640603,1512.49346307683,1452.64812987805,1425.15023292683,1426.26970398852,1402.18040365854,1420.34124919656,1447.95663430233,1439.15684817073,1388.91403902439,1422.95013104735,1398.28068877208,1431.23798822812,1457.36360942995,1462.53821124938,1539.6307517492,1522.82188845229,1476.59153414634,1522.08183850174,1524.04822747475,1581.12085389163,1570.90706795866,1580.03026457307,1609.82582580996,1630.80659304168,1566.10680044767,1523.05984261364,1479.44620121951,1444.53595670732,1408.55701707317,1388.39962804878,1414.30348444772,1476.71658116883,1485.80922831707,1515.07464653465,1452.02344634146
"Pacers - Pistons",1492.09520346485,1455.45100121951,1444.30244573171,1421.23815792683,1409.61054597851,1475.6347597561,1431.89989146341,1456.09645841043,1476.91268830742,1465.5077863443,1534.61477553944,1570.6230870151,1544.77981552106,1583.86210627451,1540.03513650907,1525.47453613252,1503.40268260068,1471.37244905426,1473.63555662725,1532.20592133874,1571.15227202832,1575.88899033101,1596.89364565657,1585.38147030812,1484.73310346001,1507.74003833083,1569.21666016414,1612.35071173469,1579.15878590261,1609.32836456818,1539.86949146341,1543.7320463353,1499.20390788429,1412.83283048781,1436.23630091113,1466.47659480519,1495.23846429268,1508.33128433953,1442.72774939024
"Pacers - Suns",1491.56649146341,1500.5514534698,1511.68323131758,1537.37066261518,1579.82224437533,1522.25894042203,1477.28069774032,1446.63279583641,1438.59820445481,1414.98354329268,1454.13189832672,1454.44472134146,1492.25787799689,1556.60164439976,1553.69420960305,1554.22603787582,1588.17164560114,1596.25786952085,1615.25446566754,1561.34060182438,1508.43098812027,1598.6920923588,1588.03235262055,1609.77148586081,1551.19392383721,1509.06405821419,1537.50987613636,1531.27767419114,1590.14698160065,1584.2202978721,1560.91261243116,1536.45614015279,1512.40164207317,1508.669175,1514.35161981357,1528.44503798701,1507.14308746341,1562.85282153465,1509.95129817073
"Pacers - Jazz",1466.40024817073,1448.03194573171,1429.60374756098,1422.54782621951,1451.67581853949,1420.63587743902,1379.3306804878,1430.94888666404,1437.69752024125,1447.28808401872,1495.90736418738,1518.22988130081,1495.05527509326,1529.10127321163,1526.92371150057,1556.62126309124,1538.47653039294,1570.80543469388,1630.07598497039,1615.59240160345,1613.06247074366,1654.62769103641,1653.30229225865,1616.181718147,1565.17886671345,1525.32039621759,1555.21177533307,1554.95682784968,1491.48717470475,1481.47434599501,1518.43028691796,1530.55987919045,1526.87428474208,1512.89623695652,1506.71363444772,1524.66024097403,1548.75740087805,1519.31311787612,1462.34601341463
"Pacers - Sixers",1528.85335114103,1535.18443051432,1507.99079882069,1549.27289317073,1608.35181896258,1571.83301934644,1544.45037808087,1499.84163024951,1507.76333148267,1497.50514337052,1512.8861147621,1495.25635060976,1468.36223156384,1524.73751785806,1498.38327469349,1489.3463662769,1456.08748321044,1471.08763929816,1480.29502309066,1437.2581729815,1432.44127439024,1508.6289043554,1578.79126886973,1581.17259260352,1565.14113645072,1519.49607126437,1551.35843538443,1544.79449614236,1500.59549182698,1497.36108136086,1445.39298292683,1459.92305706763,1483.64251496674,1427.07210853659,1487.12412298851,1553.04586937366,1514.48510758537,1464.97249104685,1380.29254756098
"Pacers - Spurs",1511.48886602787,1502.45842754989,1518.17607835366,1494.72849464132,1536.7675780832,1512.44048756366,1466.1651483412,1438.87886890244,1436.17321357583,1444.03179684362,1433.85689222915,1453.54309404591,1387.60441890244,1496.57035101023,1540.86133692863,1543.12512235294,1538.9817778817,1581.69645571903,1625.31424835468,1616.56199745127,1460.05777682927,1574.89530796703,1640.31019320066,1641.65429688815,1592.09338775398,1576.86707365692,1607.70441111707,1650.47102656389,1629.54629215539,1605.55807727871,1572.24967969871,1546.79590290096,1540.28366347771,1513.7497625,1572.0688185802,1600.49588588474,1633.42684697087,1655.11281891561,1577.55220027405
"Pacers - Wizards",1512.57123058831,1495.68610010064,1534.60149902198,1470.40192138502,1505.54501792973,1506.85438817484,1441.87493597561,1429.14842773681,1437.19894133579,1440.78914505186,1489.17088253762,1489.29739107093,1437.88734146341,1462.57321946198,1434.08658694281,1442.99252298422,1435.5057740641,1452.00213381035,1472.11799443213,1521.0992882254,1522.7294985868,1575.38300984321,1551.66204311111,1521.14592326365,1436.27199187465,1460.45683809223,1512.8801283398,1497.58639065455,1507.45393534897,1514.82392102273,1492.8202054169,1457.56149740854,1414.98118536585,1398.17219085366,1409.83578444772,1441.1707788961,1493.67448746341,1560.08801105078,1508.64160992842
"Pacers - Trailblazers",1523.04438133905,1558.58090198171,1486.28285703013,1504.48731640603,1509.19942811625,1501.380625,1450.32507642505,1466.58550208859,1457.00863885687,1463.67038750709,1513.0503,1533.3577326574,1472.42718391679,1539.62750412336,1571.50031495426,1581.69765137636,1558.85117732558,1561.61631734694,1588.22865156269,1551.68178103448,1543.18340840896,1587.43982375415,1606.65895555556,1638.47292098639,1575.87526583447,1529.81686822853,1569.62913703396,1565.27509492285,1497.81855519255,1440.55725331208,1424.55863658537,1457.27717621951,1515.70085189856,1503.55061022727,1512.95650721656,1537.44921298701,1519.42964660976,1595.96674277121,1547.74933599664
"Pacers - Thunder",1487.36922012195,1484.8008067894,1516.87472241932,1554.94391157279,1506.89029902729,1521.03129592141,1464.93880085656,1438.72683829549,1413.11908841463,1410.91163292683,1488.69859784399,1510.94336865713,1478.21029764228,1493.7821011693,1480.25109712644,1521.305818468,1569.03510012664,1611.94698631246,1641.05255770496,1631.97767854034,1598.4203544629,1638.37280947205,1580.18584111111,1569.59198779967,1517.95213638684,1531.57467241379,1531.91294175443,1552.59242906919,1562.50103639502,1493.16685148282,1461.17469146341,1394.08407804878,1390.38448231707,1479.79648011364,1541.3969113201,1613.36347979462,1636.7907476129,1645.49497079208,1529.8850945122
"Pacers - Mavericks",NA,NA,NA,NA,1382.17734049071,1411.59351219512,1416.90634634146,1433.86329362407,1451.89082970788,1460.81577651113,1543.37262209302,1545.34732928061,1457.22538231707,1478.64165764706,1447.73729730866,1418.16310530129,1353.95470150312,1390.80169539572,1504.80434687115,1492.3485632254,1442.57268170732,1470.33871594077,1500.05559011111,1541.06361106853,1551.81216439585,1556.57239862069,1621.25391023841,1614.65774900891,1587.71980526316,1601.98371021104,1580.17803066796,1527.51432061256,1517.49357549046,1514.42552386364,1557.5346840866,1572.59826668831,1536.89723258537,1588.82148979308,1538.53581243342
"Pacers - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347.80228719512,1377.71562860832,1408.89391011354,1451.5472815208,1494.33536396627,1525.83037527377,1580.75662282124,1544.39080529857,1541.80529623386,1596.71801456044,1569.52737511111,1593.61317246955,1544.11877037412,1512.86415550714,1547.56378636364,1563.48583894176,1460.07833689987,1485.36206489745,1458.37284573171,1515.71110631811,1528.12068416737,1449.3528652439,1504.93082596656,1485.97315162338,1502.12823929268,1529.35513251026,1489.20634866704
"Pacers - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.03293658537,1377.54073775466,1395.70349182086,1462.55197823529,1483.02125821044,1547.15132711705,1536.06868528578,1535.09131427992,1581.29517107046,1628.13308723317,1615.94070292929,1606.10356977743,1545.72413877565,1474.5078191898,1486.06834968126,1532.89489338883,1589.30233160065,1571.10291687771,1492.027393789,1391.58247560976,1457.02272484927,1476.80760890805,1568.31301806718,1613.56488183277,1641.010606,1639.9041401621,1484.34408353659
"Pacers - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401.80003836442,1418.66628450378,1417.49018091105,1410.87593747873,1440.85870210304,1451.57791455408,1471.39474493272,1484.66773388092,1553.36859700328,1568.19848611111,1572.70731433001,1535.36733255814,1543.66550469912,1556.84695056818,1623.18043002041,1551.13512287548,1511.54795514135,1456.17627073171,1383.61835121951,1416.61418841463,1365.86184634146,1398.28428078918,1489.95968344156,1507.16117526829,1578.32191177856,1423.55464390244
"Pacers - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391.55607677905,1402.80011560135,1430.65544859397,1493.55079357629,1560.07750264106,1624.16105164264,1604.92383512472,1538.28815421222,1552.91799520906,1594.22455833333,1568.62254948316,1516.51576976744,1510.40658807805,1524.99335894408,1494.06777175212,1483.14882531451,1469.22788745843,1480.45186937039,1504.32403191941,1556.44148507823,1544.820015625,1562.81088676202,1555.87992899213,1469.49008685366,1473.17693677856,1409.23939085366
"Pacers - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412.72824981077,1388.06554939024,1453.7610488676,1448.26239111111,1473.00320009292,1448.94880589904,1419.70090760443,1469.40955455931,1576.23297136925,1552.84369949204,1543.57340725423,1442.80355182927,1403.50762804878,1398.01242926829,1448.00601829268,1505.48370716273,1568.03753272549,1600.42026301031,1593.37224035488,1549.41454634146
"Pacers - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.14061749369,1453.82520853659,1478.12544825784,1511.11774911111,1561.40342560224,1524.84508917615,1508.26032183908,1475.30818687639,1508.2530248009,1486.97881616816,1467.27677038526,1473.14969373614,1487.55220394589,1460.48471097561,1452.24162865854,1430.5383527404,1459.52130616883,1506.37870941463,1581.91582125375,1525.39551843449
"Pacers - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.81607836329,1440.83145148282,1434.25322134146,1427.44096158537,1456.25607621951,1471.75164767442,1468.47839542332,1420.01688419913,1419.25572404878,1524.7639407207,1466.87671158537
"Clippers - Bucks",1425.17241402439,1448.68015692174,1474.22166219512,1514.86221625103,1544.32145411757,1508.51673317628,1479.95588301394,1490.61267507466,1527.24778369919,1521.23453570884,1459.21246959004,1413.70338425848,1423.6999173747,1447.65989072603,1458.30175657102,1475.04098075414,1470.09595602747,1380.64433536585,1338.79089329268,1380.54935426829,1425.58154638451,1393.96113414634,1389.36452750943,1397.84729302635,1461.20360497561,1524.86228963415,1454.21766680987,1471.61745262125,1450.75877134146,1489.69226589631,1474.37320853659,1394.371625,1375.47106829268,1431.83238197451,1437.27375609756,1516.7329034632,1555.83836350423,1485.50948377407,1555.85407713068
"Clippers - Lakers",1498.59117753737,1479.82885109756,1513.66214753388,1546.39923825286,1537.84748319225,1495.6909058562,1503.33043993588,1496.57984505683,1537.15725838566,1537.02125393801,1499.30827462195,1475.45932968247,1458.77988146216,1524.17831269767,1517.51308683893,1504.9943583066,1497.18189827586,1415.94279268293,1409.26233742047,1476.96704064095,1514.61369442793,1493.30501107189,1449.01395324138,1478.38472627758,1494.9281849552,1595.93018112171,1514.74034477167,1530.22107368668,1491.78143963415,1527.14829665312,1523.9157562938,1527.03456686597,1524.06898197445,1525.15325272358,1519.42685966331,1566.36355934898,1582.42506117865,1532.51722340822,1515.88369500762
"Clippers - Knicks",1467.7608554878,1460.39670098392,1453.70620731707,1462.9089304878,1486.86427973287,1432.15065182927,1426.77182124446,1496.42286947327,1423.87747865854,1375.51123597561,1342.22286890244,1352.43434388826,1424.93317341865,1459.50720278367,1428.67812774749,1516.42180797261,1581.36105372675,1534.94345684408,1460.26230346184,1474.7814098916,1506.2118819757,1453.97343856045,1417.15379385714,1429.66709447486,1449.09355723998,1466.19707195122,1434.3185652439,1445.0844703772,1443.49312804878,1449.49497237935,1462.8710652439,1390.42983353659,1365.19046890244,1384.68218109756,1433.8171619257,1521.86954119261,1610.34223953095,1561.47970206675,1506.73550476372
"Clippers - Bulls",1454.02102581062,1472.77683353659,1428.33406707317,1444.36614268293,1470.78385048503,1431.48133536585,1384.92679695122,1407.37052134146,1430.19168071469,1396.88280885222,1398.30574629842,1417.39025174973,1416.70213527347,1485.28509244649,1530.40861900714,1615.54957361295,1602.20823134745,1516.1775204666,1443.20137383351,1561.83068578049,1605.37948199185,1521.73855951338,1390.715614,1293.7229054878,1309.65843719512,1395.73202012195,1395.11008292683,1392.73934878049,1460.20069021619,1518.0995146881,1543.75765918611,1451.54477317073,1401.0804891066,1425.31716893047,1500.8881010453,1604.871626443,1589.9088198501,1588.55152157895,1614.54403813165
"Clippers - Cavaliers",1492.38785816356,1455.11954300232,1449.43919939024,1460.44150060976,1437.71640731707,1348.84796768293,1322.14444268293,1394.42052134146,1413.56334641237,1428.20220121951,1363.28902621951,1384.47257966078,1460.12076150126,1436.81754256378,1412.08783780488,1530.06418361198,1577.79214785272,1498.0940085868,1425.21528043108,1448.66592172166,1481.2298061406,1443.14184057005,1401.5904,1356.37116463415,1386.24780853659,1443.35242073171,1372.53893963415,1406.62580670732,1475.59929268293,1534.81549536394,1541.12189696318,1475.93127360077,1506.46155167683,1540.70308702465,1382.40209146341,1452.88100573593,1490.45644309867,1517.90322767651,1612.89354310662
"Clippers - Nets",1434.43445426829,1367.78820670732,1440.15909249419,1455.50074268293,1409.16066097561,1419.24190087108,1461.10880325203,1472.81914219119,1467.46654095409,1440.72797238164,1360.48644573171,1307.7375652439,1322.32040914634,1341.05308109756,1354.65272317073,1447.47572284149,1518.61293103448,1469.15162759501,1383.48917134146,1389.23429573171,1390.33555126255,1416.70339005022,1356.435685,1366.00311585366,1374.32002865854,1514.50140643233,1511.13609262315,1503.39663905062,1457.37988014748,1536.56204774651,1502.06719398028,1427.65127560976,1385.3551347561,1336.20481829268,1366.54842073171,1441.17731103896,1565.61850948672,1576.3704949832,1563.5511890625
"Clippers - Warriors",1499.27684126458,1465.15967073171,1480.35749573171,1449.90011768293,1455.05048902439,1443.86617073171,1398.69253780488,1415.86569634146,1386.15784817073,1384.46555914634,1389.15649077413,1322.73966829268,1364.11311178862,1413.85039573171,1440.4947772045,1529.26472516707,1512.49137310064,1460.93696211621,1373.99051341463,1408.09274390244,1416.09304760402,1315.61650914634,1333.023088,1317.31468292683,1342.17731097561,1414.78926341463,1432.2807347561,1451.94164268293,1443.67864695122,1507.41402359886,1501.96690607133,1503.10762865854,1391.72692256098,1378.45690365854,1408.56352256098,1496.96398073593,1573.76314165861,1626.47909068007,1690.43999956007
"Clippers - Nuggets",1528.44656861142,1478.79964530809,1487.03471916786,1459.51222195122,1435.48945731707,1440.3794604089,1432.79348936314,1446.00523946594,1483.08472531431,1467.82287599417,1394.37816453372,1410.2946254524,1402.45043071019,1437.61925178623,1359.07809695122,1405.82061307121,1454.1639139543,1464.8160794629,1420.87063750359,1426.2879804878,1393.16295857963,1278.72211402439,1286.433448,1341.97539146341,1412.1559847561,1456.07098841463,1382.34099268293,1454.75987905803,1492.14233437763,1534.32587049401,1514.41304422484,1497.76002729722,1466.71978700846,1496.18141302661,1486.62199735071,1560.36012990571,1625.27657045455,1582.77518865212,1553.04333098323
"Clippers - Kings",1473.13283841463,1435.75884756098,1490.43993331932,1519.42926628407,1469.43129697636,1399.03735609756,1415.41855853659,1441.32611435438,1418.14268780488,1411.44328944046,1363.85054512195,1324.77548963415,1316.25319817073,1370.59099695122,1353.93143414634,1416.0338020956,1459.44286639333,1390.34248719512,1389.24290121951,1418.47124412932,1418.57308967719,1374.59227682927,1348.77985236364,1407.23532635969,1488.4513998645,1581.27515209059,1546.83773466528,1539.51339263103,1522.97596598682,1526.80418911992,1503.68157926829,1436.26472743902,1340.9805554878,1357.60450243902,1366.63894329268,1470.28352012987,1510.87772663525,1532.58572157895,1541.5635578125
"Clippers - Pistons",1472.76891992826,1437.38913658537,1441.60248963415,1417.26508780488,1366.54837987805,1422.02398597561,1422.16821707317,1471.15286877628,1492.87497245377,1456.6098265882,1450.50868635906,1456.24172847851,1472.11897466741,1531.50297217838,1495.68588188333,1510.27035,1505.48193956406,1399.176725,1323.24770609756,1427.85527701578,1513.13382755916,1428.39942865854,1421.62527054545,1411.49594277618,1402.27743536585,1508.98492584836,1506.22856901946,1521.05751132404,1536.02795144176,1613.07271107447,1564.10486951219,1535.46081706701,1431.62744629892,1382.03770487805,1388.5717597561,1460.04353376623,1520.30696261086,1525.84235938383,1532.26786086128
"Clippers - Suns",1472.24020792683,1482.48958883566,1508.98327522002,1533.39759249322,1536.76007827487,1468.64816664155,1467.54902335007,1461.68920620227,1454.56048860115,1406.08558353659,1370.02580914634,1340.06336280488,1419.59703714323,1504.24251030363,1509.34495497731,1539.02185174329,1590.25090256452,1524.0621454666,1464.86661513786,1456.98995750142,1450.41254365112,1451.20253068633,1412.76397750943,1435.88595832887,1468.73825574305,1510.30894573171,1474.52178499169,1439.98447378049,1547.0161471398,1587.96464437839,1585.14799047994,1528.1849108845,1444.82518048781,1477.87404939024,1466.68707865854,1522.01197694805,1532.2115857816,1580.36389657895,1599.49140964177
"Clippers - Jazz",1447.07396463415,1429.97008109756,1426.90379146341,1418.57475609756,1408.61365243902,1367.02510365854,1369.59900609756,1446.0052970299,1453.65980438759,1438.39012426262,1411.80127500701,1403.84852276423,1422.3944342396,1476.7421391155,1482.57445687483,1541.41707695871,1540.55578735632,1498.60971063962,1479.68813444071,1511.24175728049,1555.04402627451,1507.13812936394,1478.03391714754,1442.29619061506,1482.72319861929,1526.56528373511,1492.22368418839,1463.66362743902,1448.3563402439,1485.2186925013,1542.66566496674,1522.28864992216,1459.29782315671,1482.10111134677,1459.04909329268,1518.22717993506,1573.82589919623,1536.82419292041,1551.88612488567
"Clippers - Sixers",1509.52706760444,1517.12256588017,1505.29084272313,1545.29982304878,1565.28965286212,1518.22224556595,1534.71870369063,1514.89804061536,1523.72561562901,1488.60718361443,1428.78002558172,1380.87499207317,1395.70139071019,1472.37838376193,1454.03402006775,1474.14218014438,1458.16674017382,1398.8919152439,1329.90717256098,1332.90752865854,1374.42282992109,1361.13934268293,1403.52289375862,1407.28706507158,1482.68546835656,1520.74095878189,1488.37034423975,1453.50129573171,1457.46465736613,1501.10542786715,1469.62836097561,1451.65182779934,1416.06605338137,1396.27698292683,1439.45958183347,1546.6128083347,1539.55360590355,1482.48356609114,1469.83265903201
"Clippers - Spurs",1492.16258249129,1484.39656291574,1515.4761222561,1490.75542451937,1493.70541198273,1458.82971378317,1456.43347395096,1453.93527926829,1452.13549772218,1435.13383708752,1349.75080304878,1339.16173550933,1314.94357804878,1444.2112169141,1496.51208230289,1527.92093622042,1541.06103484508,1509.50073166478,1474.92639782499,1512.21135312831,1402.03933236011,1427.40574629456,1465.04181808955,1467.76876935621,1509.63771965982,1578.11196117444,1544.71631997239,1559.17782615323,1586.41545769454,1609.30242378499,1596.48505774749,1538.52467363267,1472.70720189235,1482.95463689024,1524.40427742517,1594.06282484578,1658.49534528906,1672.6238939599,1667.09231174508
"Clippers - Wizards",1493.24494705173,1477.62423546649,1531.90154292441,1466.42885126307,1462.48285182927,1453.24361439435,1432.14326158537,1444.20483810267,1453.16122548213,1431.89118529577,1405.06479335725,1374.91603253434,1365.22650060976,1410.21408536585,1389.73733231707,1427.7883368517,1437.58503102747,1379.8064097561,1321.73014390244,1416.74864390244,1464.71105411765,1427.89344817073,1376.393668,1347.26039573171,1353.81632378049,1461.70172560976,1449.89203719512,1406.2931902439,1464.32310088812,1518.56826752901,1517.05558346568,1449.29026814024,1347.40472378049,1367.3770652439,1362.17124329268,1434.73771785714,1518.7429857816,1577.59908609508,1598.18172139946
"Clippers - Trailblazers",1503.71809780246,1540.51903734756,1483.58290093257,1500.51424628407,1466.13726201578,1447.76985121951,1440.5934020348,1481.64191245444,1472.97092300322,1454.77242775099,1428.94421081963,1418.97637412082,1399.76634306313,1487.26837002723,1527.15106032852,1566.49346524383,1560.93043428896,1489.42059329268,1437.840801033,1447.33113671152,1485.16496393981,1439.95026208168,1431.39058044444,1464.58739345445,1493.41959774032,1531.06175574605,1506.64104588928,1473.9818945122,1454.68772073171,1444.30159981837,1448.79401463415,1449.00594695122,1448.12439031319,1472.75548461752,1465.29196606153,1531.01615194805,1544.49814492794,1613.47781781551,1637.28944746767
"Clippers - Thunder",1468.04293658537,1466.73894215525,1514.17476632175,1550.97084145084,1463.82813292683,1467.42052214092,1455.20712646632,1453.78324866134,1429.08137256098,1402.01367317073,1404.59250866362,1396.56201012055,1405.54945678862,1441.42296707317,1435.9018425007,1506.10163233548,1571.11435709002,1539.7512622582,1490.66470717527,1527.62703421738,1540.40190999374,1490.88324779958,1404.917466,1395.70646026773,1435.49646829268,1532.81955993131,1468.92485060976,1461.29922865854,1519.37020193417,1496.9111979891,1485.4100695122,1385.81284878049,1322.80802073171,1449.00135450388,1493.73237016507,1606.93041875566,1661.85924593109,1663.00604583637,1619.42520598323
"Clippers - Mavericks",NA,NA,NA,NA,1339.11517439024,1357.98273841463,1407.17467195122,1448.91970398993,1467.85311385423,1451.91781675504,1459.26653291265,1430.96597074403,1384.56454146341,1426.28252355093,1403.38804268293,1402.95891916877,1356.0339584665,1318.60597134146,1354.41649634146,1387.99791890244,1384.55423723816,1322.84915426829,1324.787215,1367.17808353659,1469.3564963017,1557.81728613821,1558.26581909373,1523.36454859826,1544.58897080231,1605.72805671733,1604.41340871674,1519.24309134427,1449.91711390509,1483.63039825388,1509.87014293157,1566.16520564935,1561.96573090355,1606.33256483737,1628.07592390445
