"matchup","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Hawks - Sixers",1477.95567553127,1551.95835680642,1549.58169175824,1601.63286913793,1583.30863274017,1568.83432624249,1611.96468504644,1556.54181896552,1553.00425099487,1562.44666100655,1588.67456672351,1551.41665831604,1554.14640104801,1538.88244839608,1524.04065227969,1478.02557195122,1432.74009784792,1491.35466012326,1437.75529741033,1405.80585216066,1467.85542131495,1490.59237943846,1556.87185945354,1493.08615836426,1482.64136835656,1465.3210795136,1486.74594667878,1439.36930914634,1380.43959334174,1388.01387865854,1407.12450060976,1460.11364751021,1513.08046185239,1506.28127170863,1514.89769803742,1546.21183466948,1487.84860135809,1398.18011361332,1444.2270869338
"Hawks - Spurs",1460.59119041812,1519.23235384199,1559.76697129121,1547.08847060852,1511.72439186078,1509.44179445971,1533.67945530677,1495.57905761845,1481.41413308803,1508.97331447964,1509.64534419057,1509.70340175219,1473.3885883866,1510.71528154825,1566.51871451484,1531.80432802726,1515.63439251918,1601.96347654414,1582.77452267435,1585.10967663043,1495.47192375398,1556.85878305009,1618.39078378447,1553.56786264889,1509.59361965982,1522.69208190615,1543.09192241141,1545.04583956787,1509.39039367015,1496.21087457638,1533.98119738164,1546.98649334355,1569.72161036337,1592.95892567204,1599.84239362911,1593.66185118056,1606.7903407436,1588.32044148208,1641.48673964687
"Hawks - Wizards",1461.67355497856,1512.46002639274,1576.19239195953,1522.76189735222,1480.50183170732,1503.85569507089,1509.38924294118,1485.84861645282,1482.43986084799,1505.73066268789,1564.95933449903,1545.45769877721,1523.67151094757,1476.71815,1459.74396452902,1431.67172865854,1412.15838870158,1472.26915463546,1429.57826875179,1489.64696740456,1558.14364551151,1557.34648492626,1529.74263369492,1433.05948902439,1353.77222378049,1406.28184634146,1448.26763963415,1392.16120365854,1387.29803686373,1405.4767183204,1454.55172309983,1457.75208785112,1444.41913225151,1477.3813540257,1437.60935949663,1434.33674419192,1467.03798123614,1493.29563361725,1572.57614930124
"Hawks - Trailblazers",1472.14670572929,1575.35482827381,1527.87374996768,1556.84729237323,1484.15624189383,1498.38193189605,1517.83938339061,1523.2856908046,1502.24955836907,1528.61190514311,1588.83875196141,1589.51804036368,1558.21135340095,1553.77243466138,1597.15769254046,1570.37685705067,1535.50379196306,1581.88333817204,1545.68892588235,1520.22946021364,1578.59755533367,1569.40329883721,1584.73954613936,1550.38648674714,1493.37549774032,1475.64187647776,1505.01664832831,1459.84990792683,1377.66265670732,1331.21005060976,1386.29015426829,1457.4677666621,1545.13879878421,1582.75977339932,1540.73008226547,1530.61517828283,1492.79314038248,1529.17436533768,1611.68387536946
"Hawks - Thunder",1436.4715445122,1501.5747330815,1558.46561535687,1607.30388753999,1481.84711280488,1518.03260281746,1532.45310782213,1495.42702701149,1458.36000792683,1475.85315056285,1564.4870498054,1567.10367636341,1563.99446712644,1507.92703170732,1505.90847471264,1509.98502414232,1545.68771476412,1632.21400713756,1598.51283202462,1600.5253577195,1633.8345013876,1620.33628455511,1558.26643169492,1481.50555356041,1435.45236829268,1477.39968066302,1467.30045304878,1447.16724207317,1442.34513790978,1383.81964878049,1422.90620914634,1394.27466849137,1419.82242920273,1559.00564328568,1569.17048636901,1606.52944509044,1610.15424138563,1578.70259335855,1593.81963388502
"Hawks - Mavericks",NA,NA,NA,NA,1357.13415426829,1408.59481909117,1484.42065330703,1490.56348234008,1497.13174922008,1525.75729414716,1619.16107405443,1601.50763698689,1543.00955180123,1492.78658818508,1473.39467489487,1406.84231097561,1330.6073161406,1411.06871622082,1462.26462119082,1460.89624240456,1477.98682863203,1452.30219102382,1478.13618069492,1452.97717682927,1469.3123963017,1502.39740686992,1556.64142153276,1509.2325620129,1467.56390677792,1492.63650750871,1541.90954835089,1527.70491105515,1546.93152237611,1593.63468703568,1585.30825913551,1565.76423198413,1510.26072635809,1522.02911235955,1602.47035180624
"Hawks - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.58645667928,1391.86055914634,1434.55128769975,1440.22648719512,1470.98797860375,1546.09739609887,1538.2168971409,1512.93848447773,1577.21944315857,1578.6814896435,1547.60796569492,1505.52673823029,1461.61900227996,1458.68916375637,1482.95129765798,1458.06065194574,1339.92243841463,1376.01486219512,1420.10436341463,1515.9016967607,1557.55863105302,1528.56202841595,1532.70440101547,1479.13911691919,1475.49173306541,1462.56275507673,1553.14088803987
"Hawks - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1407.81710606953,1391.68566829268,1421.36086940706,1451.23118390961,1459.67387284792,1567.41834794216,1493.52895960545,1503.63899345908,1616.70931799517,1610.09656231623,1594.0212935131,1518.01713553818,1463.22437068149,1420.33282743902,1421.45586097561,1427.46970639281,1469.14643311541,1461.75571417538,1453.75891147192,1391.77306605234,1486.46067173493,1556.01677208009,1596.08659311609,1606.73084712859,1614.37409977273,1573.11176272857,1548.27862290941
"Hawks - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415.94496890244,1444.32366208999,1406.16938658537,1387.52855211621,1461.12572292814,1409.03818887374,1439.94242411188,1520.08188080563,1535.33207208634,1546.27907669492,1484.62088009075,1452.86756446398,1489.49051294835,1492.23446186253,1517.75524302439,1430.97922439024,1402.20075243902,1417.90778841463,1383.8089416621,1446.05213530029,1445.07100951351,1426.05785583809,1483.12564873737,1480.52466904102,1511.52953434503,1487.48918327526
"Hawks - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405.70100731707,1428.45749318755,1419.33465426829,1470.20340821377,1580.34452346616,1581.62132596231,1573.47151430389,1573.70230113693,1534.88147029212,1572.30514891714,1480.5361152439,1434.01600167328,1456.23159632728,1460.38087023842,1388.6425847561,1362.99292682927,1359.8806847561,1442.18338705332,1504.51462236199,1585.87943196389,1624.02917879704,1590.58446181093,1549.04589428795,1442.85358062639,1406.38455934503,1473.17393022648
"Hawks - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.27592898993,1423.47969631495,1435.72452395065,1426.34298169492,1384.91676585366,1366.44903780488,1365.52591585366,1404.79706585366,1470.80778437323,1432.68780100681,1434.2262045519,1404.5350695122,1403.69821849137,1427.45037615395,1527.21518146473,1533.25728221165,1561.20349802131,1573.78375678304,1526.57986292135,1613.34908571429
"Hawks - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413.68829667285,1489.23935546129,1460.0889233409,1489.19833969492,1473.31699136298,1442.34532108199,1454.08533008831,1410.69569817073,1402.82783780488,1366.82291768293,1357.92956768293,1434.88121141907,1487.74279438848,1489.92265786126,1531.45079183058,1458.31192778931,1452.68727146465,1479.74220318736,1515.12344382022,1589.33005780731
"Hawks - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.66017987805,1331.48424878049,1395.98473902439,1427.63155202795,1485.69402310517,1550.96081084646,1496.25197047224,1413.18284949495,1392.61921782151,1457.97156328717,1530.81125095819
"Celtics - Pacers",1494.35593498392,1450.2281597561,1433.58573658537,1539.18923937952,1598.90580856782,1580.7443369616,1513.39014215539,1507.72475872242,1533.3624432098,1559.88953940244,1591.41325668328,1568.60340907859,1478.40412862267,1515.77734332657,1541.72715693363,1533.05384567775,1530.82800639535,1503.01300454206,1521.49261061193,1503.87467968881,1440.27764207317,1511.96824033101,1531.39485611111,1543.08788667828,1485.09712906977,1512.5146808996,1537.73804765316,1535.10289927622,1521.41896409225,1499.70125270233,1428.23755182927,1540.17855180668,1583.0853616997,1523.870225,1570.90333505747,1563.70792165509,1553.9235914023,1518.00509287612,1451.14697715542
"Celtics - Clippers",1475.02965144733,1432.16629512195,1430.8857804878,1535.21616925757,1555.84364246736,1527.13356318111,1503.65846776514,1522.78116908827,1549.32472735615,1550.99157964634,1507.3071675029,1454.22205054201,1405.74328776901,1463.41820923045,1497.37790230789,1517.84965954523,1532.90726335873,1430.8172804878,1371.10476008225,1399.52403536585,1382.25919760402,1364.47867865854,1356.126481,1369.20235914634,1402.64146097561,1513.75956841712,1474.74995650848,1443.80969886557,1478.28812963141,1503.44559920861,1452.47292987805,1531.90732253839,1515.50890011433,1493.07509939024,1523.23879390244,1557.27486061613,1578.99208972048,1535.51616792041,1540.68708862645
"Celtics - Bucks",1457.87773620343,1472.25428984857,1461.56092317073,1580.38362941104,1662.72654902395,1657.31237318665,1631.46622760835,1613.5972307483,1663.85349032362,1692.1238470625,1654.39674684904,1597.47572260536,1555.36746489981,1530.71299873697,1571.72541985452,1514.77086903499,1479.98121708735,1395.94922926829,1400.06829483834,1398.35899207317,1385.14714634146,1427.58974329268,1468.05203650943,1488.26639485562,1507.997694,1540.20913244151,1502.37261356225,1485.75510026731,1469.83350463141,1458.15244595599,1412.94199939024,1506.1957487579,1562.23310255335,1559.02478258427,1574.35846219512,1535.12440563777,1505.63616458835,1371.42530853659,1438.98845013214
"Celtics - Lakers",1531.29649971641,1503.40298402439,1501.00140850948,1611.92065141287,1656.25257809863,1644.48654586658,1654.84078453029,1619.56440073047,1673.76296501009,1707.91056529167,1694.49255188095,1659.23166802935,1590.44742898727,1607.2314207086,1630.93675012243,1544.72424658746,1507.06715933574,1431.24768658537,1470.53973896613,1494.77667844583,1474.17929438488,1526.93362021823,1527.70146224138,1568.80382810685,1541.72227397959,1611.27702392908,1562.89529152405,1544.35872133274,1510.85617292409,1495.6084767128,1462.48454714746,1638.85869062388,1710.83101623512,1652.34565333333,1656.51156576087,1584.75506152355,1532.22286226276,1418.43304817073,1399.01806800908
"Celtics - Knicks",1500.46617766685,1483.97083391075,1441.04546829268,1528.43034364782,1605.26937463925,1580.94629183965,1578.28216583887,1619.40742514691,1560.48318528297,1546.40054732927,1537.40714616144,1536.20668223514,1556.60072094376,1542.5603107946,1542.10179103099,1556.15169625347,1591.24631478662,1550.24835074652,1521.5397050075,1492.59104769648,1465.77748193266,1487.60204770679,1495.84130285714,1520.08619630413,1495.88764626437,1481.54391475859,1482.47351199629,1459.22211802326,1462.56786133872,1417.95515243902,1401.43985609756,1502.25395729449,1551.95250316311,1511.87458170732,1570.90186802326,1540.26104336718,1560.14004061506,1447.39552682927,1389.86987776517
"Celtics - Bulls",1486.72634798966,1496.35096646341,1415.67332804878,1509.88755584294,1589.18894539141,1580.27697537623,1536.43714154563,1530.3550770151,1566.79738733913,1567.77212020588,1593.49002355742,1601.16259009662,1548.36968279857,1568.33820045742,1643.83228229065,1655.27946189381,1612.09349240732,1531.48241436903,1504.47877537917,1579.64032358537,1564.9450819488,1555.36716865972,1469.403123,1384.14200731707,1356.45252621951,1411.07886292932,1443.26502967922,1406.87699642655,1479.27542350613,1486.55969474778,1482.32645003977,1563.36889692864,1587.84252336728,1552.50956954023,1637.97280714286,1623.26312861757,1539.70662093421,1474.46734634146,1497.6784111331
"Celtics - Cavaliers",1525.0931803426,1478.69367592915,1436.77846036585,1525.96291376977,1556.12150222345,1497.64360769331,1473.65478727734,1517.4050770151,1550.1690530368,1599.09151257317,1558.47330347851,1568.24491800766,1591.78830902637,1519.87065057471,1525.51150108838,1569.79407189284,1587.6774089126,1513.39890248924,1486.49268197674,1466.47555952654,1440.79540609756,1476.77044971639,1480.277909,1446.79026646341,1433.04189756098,1458.69926353907,1420.69388638653,1420.76345435337,1494.67402597287,1503.27567542362,1479.69068781683,1587.75539735867,1693.2235859375,1667.89548763441,1519.48679756098,1471.2725079105,1440.25424418279,1403.81905243902,1496.02791610807
"Celtics - Nets",1467.13977644733,1391.36233963415,1427.4983534698,1521.02215584294,1527.56575588199,1568.03754088146,1612.61914784644,1595.80369786482,1604.07224757853,1611.61728373529,1555.67072299071,1491.50990359079,1453.98795667145,1424.10618910849,1468.07638645424,1487.20561112235,1528.49819209436,1484.45652149745,1444.76657288712,1407.04393353659,1349.90115121951,1450.33199919656,1435.123194,1456.42221768293,1421.11411768293,1529.8482492397,1559.29103937553,1517.53428669667,1476.45461343742,1505.02222780619,1440.63598483394,1539.47539936766,1572.11716901677,1463.39721890244,1503.63312682927,1459.56881321353,1515.41631057084,1462.28631974572,1446.68556206395
"Celtics - Warriors",1531.98216344362,1488.73380365854,1467.69675670732,1515.42153084294,1573.45558393077,1592.66181074209,1550.20288239929,1538.8502520151,1522.76355479517,1555.3548705,1584.34076803313,1506.51200663957,1495.78065931373,1496.90350374264,1553.91844048801,1568.99461344793,1522.37663416052,1476.24185601865,1435.2679149603,1425.90238170732,1375.65864756098,1349.24511829268,1411.710597,1407.7337847561,1388.9714,1430.136106222,1480.43568150848,1466.07929032898,1462.75338024116,1475.87420365854,1440.53569692499,1614.93175241644,1578.48895682165,1505.64930426829,1545.64822865854,1515.3554829105,1523.56094274272,1512.39491544259,1573.57437256153
"Celtics - Nuggets",1561.15189079046,1502.37377823492,1474.37398014347,1525.03363511123,1553.89455222345,1589.17510041927,1584.30383395755,1568.98979513957,1619.69043193874,1638.71218734783,1589.56244179272,1594.06696379928,1534.11797823529,1520.67235979716,1472.50176023472,1445.55050135207,1464.04917501418,1480.12097336533,1482.14803904925,1444.09761829268,1352.72855853659,1312.35072317073,1365.120957,1432.39449329268,1458.95007378049,1471.417831222,1430.49593943531,1468.89752670409,1511.21706766757,1502.78605055369,1452.9818350785,1609.58415105512,1653.48182126913,1623.37381363636,1623.70670344828,1578.75163208028,1575.07437153866,1468.69101341463,1436.17770398469
"Celtics - Kings",1505.83816059367,1459.3329804878,1477.77919429493,1584.95067944409,1587.83639188274,1547.83299610794,1566.92890313099,1564.31067002801,1554.74839442932,1582.33260079412,1559.03482238095,1508.54782798103,1447.92074569584,1453.64410496215,1467.35509742985,1455.76369037646,1469.3281274532,1405.64738109756,1450.52030276517,1436.2808819342,1378.13868963415,1408.22088597561,1427.46736136364,1497.65442818895,1535.24548888889,1596.62199489796,1594.99268141767,1553.65104027709,1542.05069927677,1495.2643691796,1442.25037012195,1548.08885119693,1527.74258974848,1484.79690304878,1503.72364939024,1488.67502230444,1460.67552771937,1418.50154634146,1424.69793081395
"Celtics - Pistons",1505.4742421073,1460.9632695122,1428.94175060976,1482.78650096489,1484.95347478443,1570.81962598599,1573.67856166758,1594.13742444992,1629.4806790782,1627.49913794186,1645.69296361807,1640.0140668254,1603.78652219251,1614.55608018932,1609.10954516683,1550.00023828086,1515.36720062394,1414.48161890244,1384.52510764322,1445.66491482066,1472.69942751612,1462.02803780488,1500.31277954545,1501.91504460545,1449.07152439024,1524.33176865572,1554.38351577185,1535.1951589701,1555.1026847317,1581.53289113415,1502.67366036585,1647.28494082492,1618.38948055959,1509.2301054878,1525.65646585366,1478.4350359408,1470.10476369498,1411.75818414634,1415.40223386273
"Celtics - Suns",1504.94553010587,1506.06372176249,1496.32253619562,1598.91900565324,1655.16517318125,1617.44380665192,1619.05936794448,1584.6737618759,1591.16619522559,1576.97489489024,1565.21008640534,1523.83570115176,1551.26458466834,1587.29561831457,1622.76861826082,1578.75174002415,1600.1361636244,1539.36703936903,1526.14401668352,1474.7995953063,1409.97814360807,1484.83113983267,1491.45148650943,1526.30506015813,1515.53234476744,1525.65578853907,1522.67673174407,1454.12212142655,1566.09088042975,1556.42482443807,1523.7167813336,1640.0090346424,1631.58721474848,1605.06645,1603.7717847561,1540.40347912262,1482.00938686571,1466.27972134146,1482.62578264322
"Celtics - Jazz",1479.77928681319,1453.54421402439,1414.24305243902,1484.09616925757,1527.01874734541,1515.82074366892,1521.10935069197,1568.98985270353,1590.26551101203,1609.27943561628,1606.98555226601,1587.62086111111,1554.06198176471,1559.79524712644,1595.99812015834,1581.14696523957,1550.4410484162,1513.91460454206,1540.96553598637,1529.05139508537,1514.60962623147,1540.76673851028,1556.72142614754,1532.71529244433,1529.51728764368,1541.91212654248,1540.37863094078,1477.80127508508,1467.43107353384,1453.67887256098,1481.2344558204,1634.11277368006,1646.05985741739,1609.29351195652,1596.13379939024,1536.61868210963,1523.62370028035,1422.74001768293,1435.02049788712
